Energy (keV),Intensity (CPS)
-11.53844084979323,0.0
8.503243715667619,0.0
28.544928281128467,0.0
48.58661284658932,0.0
68.62829741205016,0.0
88.66998197751101,0.0
108.71166654297186,0.0
128.7533511084327,0.0
148.79503567389355,0.0
168.8367202393544,0.0
188.87840480481526,0.0
208.9200893702761,0.0
228.96177393573694,0.0
249.00345850119777,0.0
269.0451430666586,0.0
289.0868276321195,0.8173692206596631
309.12851219758033,0.8173692206596631
329.1701967630412,1.2260538309894946
349.21188132850205,1.6347384413193262
369.2535658939629,0.8173692206596631
389.29525045942376,3.2694768826386524
409.33693502488455,4.904215323957978
429.3786195903454,5.721584544617642
449.42030415580626,10.625799868575621
469.4619887212671,10.217115258245789
489.503673286728,16.34738441319326
509.5453578521888,12.260538309894947
529.5870424176496,17.98212285451259
549.6287269831105,20.434230516491578
569.6704115485713,20.025545906161746
589.7120961140322,22.477653568140735
609.753780679493,18.799492075172253
629.7954652449539,28.60792272308821
649.8371498104148,25.338445840449555
669.8788343758756,20.84291512682141
689.9205189413365,24.112392009460063
709.9622035067973,24.929761230119723
730.0038880722582,30.242661164407536
750.045572637719,28.199238112758376
770.0872572031799,29.01660733341804
790.1289417686407,25.338445840449555
810.1706263341015,31.060030385067197
830.2123108995623,33.10345343671636
850.2539954650232,28.60792272308821
870.295680030484,28.60792272308821
890.3373645959449,28.60792272308821
910.3790491614058,31.46871499539703
930.4207337268666,33.512138047046186
950.4624182923275,25.747130450779387
970.5041028577883,32.28608421605669
990.5457874232492,22.477653568140735
1010.58747198871,29.01660733341804
1030.6291565541708,33.512138047046186
1050.6708411196316,29.01660733341804
1070.7125256850925,32.69476882638652
1090.7542102505533,28.60792272308821
1110.7958948160142,29.01660733341804
1130.837579381475,30.242661164407536
1150.879263946936,25.338445840449555
1170.9209485123968,28.199238112758376
1190.9626330778576,21.251599737151242
1211.0043176433185,29.01660733341804
1231.0460022087793,30.242661164407536
1251.0876867742402,26.15581506110922
1271.129371339701,33.512138047046186
1291.171055905162,25.747130450779387
1311.2127404706227,23.2950227888004
1331.2544250360836,23.2950227888004
1351.2961096015445,27.790553502428544
1371.3377941670053,28.199238112758376
1391.3794787324662,26.973184281768884
1411.421163297927,26.973184281768884
1431.4628478633879,22.068968957810903
1451.5045324288487,24.112392009460063
1471.5462169943096,22.477653568140735
1491.5879015597704,23.70370739913023
1511.6295861252313,25.747130450779387
1531.6712706906922,24.112392009460063
1551.712955256153,24.112392009460063
1571.7546398216139,22.477653568140735
1591.7963243870747,23.70370739913023
1611.8380089525353,20.025545906161746
1631.8796935179962,19.616861295831914
1651.921378083457,26.56449967143905
1671.963062648918,19.20817668550208
1692.0047472143788,16.34738441319326
1712.0464317798396,22.886338178470567
1732.0881163453005,23.70370739913023
1752.1298009107613,25.747130450779387
1772.1714854762222,22.886338178470567
1792.213170041683,27.381868892098716
1812.254854607144,18.39080746484242
1832.2965391726048,21.660284347481074
1852.3382237380656,21.251599737151242
1872.3799083035265,16.756069023523093
1892.4215928689873,20.84291512682141
1912.4632774344482,17.573438244182757
1932.504961999909,23.2950227888004
1952.5466465653699,19.20817668550208
1972.5883311308307,19.20817668550208
1992.6300156962916,23.70370739913023
2012.6717002617524,18.39080746484242
2032.7133848272133,15.530015192533599
2052.755069392674,17.164753633852925
2072.796753958135,20.025545906161746
2092.838438523596,19.20817668550208
2112.8801230890567,17.573438244182757
2132.9218076545176,17.98212285451259
2152.9634922199784,20.84291512682141
2173.0051767854393,20.025545906161746
