Energy (keV),Intensity (CPS)
-10.759704282608876,0.0
9.280488524837768,0.0
29.320681332284412,0.0
49.36087413973105,0.0
69.4010669471777,0.0
89.44125975462434,0.0
109.48145256207098,0.0
129.5216453695176,0.0
149.56183817696427,0.0
169.60203098441093,0.0
189.64222379185756,0.0
209.6824165993042,0.0
229.72260940675085,0.0
249.7628022141975,0.0
269.8029950216441,0.0
289.84318782909077,0.0
309.8833806365374,0.0
329.9235734439841,0.0
349.96376625143074,0.0
370.00395905887734,2.298502232095457
390.044151866324,1.1492511160477286
410.08434467377066,8.0447578123341
430.12453748121726,3.447753348143186
450.1647302886639,2.298502232095457
470.2049230961106,0.0
490.24511590355723,5.746255580238643
510.2853087110039,9.194008928381828
530.3255015184506,5.746255580238643
550.3656943258972,12.641762276525014
570.4058871333439,13.791013392572744
590.4460799407905,9.194008928381828
610.4862727482372,10.343260044429558
630.5264655556838,9.194008928381828
650.5666583631304,14.940264508620471
670.6068511705771,3.447753348143186
690.6470439780237,16.0895156246682
710.6872367854704,12.641762276525014
730.727429592917,9.194008928381828
750.7676224003636,11.492511160477285
770.8078152078103,11.492511160477285
790.8480080152569,14.940264508620471
810.8882008227035,10.343260044429558
830.9283936301503,8.0447578123341
850.9685864375969,10.343260044429558
871.0087792450435,10.343260044429558
891.0489720524902,14.940264508620471
911.0891648599368,9.194008928381828
931.1293576673835,12.641762276525014
951.1695504748301,13.791013392572744
971.2097432822767,17.238766740715928
991.2499360897234,18.388017856763657
1011.29012889717,9.194008928381828
1031.3303217046166,8.0447578123341
1051.3705145120632,17.238766740715928
1071.4107073195098,16.0895156246682
1091.4509001269564,6.895506696286372
1111.491092934403,17.238766740715928
1131.5312857418498,14.940264508620471
1151.5714785492964,18.388017856763657
1171.611671356743,17.238766740715928
1191.6518641641896,12.641762276525014
1211.6920569716362,13.791013392572744
1231.732249779083,10.343260044429558
1251.7724425865297,13.791013392572744
1271.8126353939763,12.641762276525014
1291.8528282014229,11.492511160477285
1311.8930210088695,18.388017856763657
1331.9332138163163,16.0895156246682
1351.973406623763,13.791013392572744
1372.0135994312095,18.388017856763657
1392.0537922386561,6.895506696286372
1412.0939850461027,14.940264508620471
1432.1341778535495,17.238766740715928
1452.1743706609961,16.0895156246682
1472.2145634684427,12.641762276525014
1492.2547562758893,12.641762276525014
1512.294949083336,12.641762276525014
1532.3351418907826,10.343260044429558
1552.3753346982294,5.746255580238643
1572.415527505676,10.343260044429558
1592.4557203131226,10.343260044429558
1612.4959131205692,8.0447578123341
1632.5361059280158,12.641762276525014
1652.5762987354626,11.492511160477285
1672.6164915429092,10.343260044429558
1692.6566843503558,16.0895156246682
1712.6968771578024,2.298502232095457
1732.737069965249,12.641762276525014
1752.7772627726956,17.238766740715928
1772.8174555801425,8.0447578123341
1792.857648387589,11.492511160477285
1812.8978411950357,12.641762276525014
1832.9380340024823,12.641762276525014
1852.9782268099289,12.641762276525014
1873.0184196173757,14.940264508620471
1893.0586124248223,10.343260044429558
1913.098805232269,12.641762276525014
1933.1389980397155,18.388017856763657
1953.179190847162,12.641762276525014
1973.219383654609,11.492511160477285
1993.2595764620555,11.492511160477285
2013.2997692695021,12.641762276525014
2033.3399620769487,14.940264508620471
2053.380154884396,8.0447578123341
