,feldspar,garnet,monazite-bra,nephe,quartz,rutile,tray,zircon
feldspar,0.8482142857142857,0.026785714285714284,0.013392857142857142,0.08928571428571429,0.017857142857142856,0.0,0.004464285714285714,0.0
garnet,0.008888888888888889,0.9644444444444444,0.0044444444444444444,0.013333333333333334,0.0,0.0,0.008888888888888889,0.0
monazite-bra,0.0,0.0044444444444444444,0.96,0.017777777777777778,0.008888888888888889,0.0,0.0044444444444444444,0.0044444444444444444
nephe,0.08482142857142858,0.008928571428571428,0.004464285714285714,0.8169642857142857,0.07589285714285714,0.0,0.008928571428571428,0.0
quartz,0.022222222222222223,0.0,0.0,0.08444444444444445,0.8888888888888888,0.0,0.0044444444444444444,0.0
rutile,0.0,0.0,0.008888888888888889,0.035555555555555556,0.008888888888888889,0.9466666666666667,0.0,0.0
tray,0.0,0.008888888888888889,0.0,0.0044444444444444444,0.0,0.0,0.9866666666666667,0.0
zircon,0.0,0.004484304932735426,0.004484304932735426,0.004484304932735426,0.0,0.0,0.03139013452914798,0.9551569506726457
