,feldspar,garnet,monazite-bra,nephe,quartz,rutile,tray,zircon
feldspar,0.9822222222222222,0.008888888888888889,0.0044444444444444444,0.0,0.0,0.0044444444444444444,0.0,0.0
garnet,0.013333333333333334,0.92,0.0,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.0,0.0
monazite-bra,0.0044444444444444444,0.0044444444444444444,0.9688888888888889,0.013333333333333334,0.0044444444444444444,0.0,0.0044444444444444444,0.0
nephe,0.008888888888888889,0.013333333333333334,0.013333333333333334,0.96,0.0044444444444444444,0.0,0.0,0.0
quartz,0.008888888888888889,0.0044444444444444444,0.0,0.0,0.9733333333333334,0.008888888888888889,0.0044444444444444444,0.0
rutile,0.008888888888888889,0.022222222222222223,0.02666666666666667,0.017777777777777778,0.035555555555555556,0.8888888888888888,0.0,0.0
tray,0.0044444444444444444,0.0,0.0,0.0,0.0,0.0,0.9955555555555555,0.0
zircon,0.0,0.0,0.0,0.0,0.0,0.0,0.017777777777777778,0.9822222222222222
