,feldspar,garnet,monazite-bra,nephe,quartz,rutile,tray,zircon
feldspar,0.9777777777777777,0.013333333333333334,0.0,0.0,0.0,0.0044444444444444444,0.0,0.0044444444444444444
garnet,0.004464285714285714,0.9821428571428571,0.004464285714285714,0.008928571428571428,0.0,0.0,0.0,0.0
monazite-bra,0.0044444444444444444,0.0,0.9733333333333334,0.008888888888888889,0.013333333333333334,0.0,0.0,0.0
nephe,0.0044444444444444444,0.0044444444444444444,0.0,0.9155555555555556,0.02666666666666667,0.0,0.0,0.04888888888888889
quartz,0.008888888888888889,0.0,0.0,0.0,0.9911111111111112,0.0,0.0,0.0
rutile,0.0044444444444444444,0.0,0.008888888888888889,0.017777777777777778,0.0044444444444444444,0.9644444444444444,0.0,0.0
tray,0.0044444444444444444,0.0,0.0,0.0,0.008888888888888889,0.0,0.9733333333333334,0.013333333333333334
zircon,0.0,0.0044444444444444444,0.0,0.08,0.0044444444444444444,0.0,0.0,0.9111111111111111
