energy_kev,MiningHighVoltage,MiningLowVoltage,SoilHighVoltage,SoilMidVoltage,SoilLowVoltage
8.666511,-0.002923,-0.013212,-0.009924,0.057865,0.091352
8.686553,0.070947,-0.012612,-0.007275,0.056131,0.138197
8.706594,0.114562,-0.023410,0.001965,0.091225,0.015346
8.726636,0.064187,-0.129601,0.001285,0.060465,0.074473
8.746678,0.074847,-0.024645,0.000454,0.070845,0.055064
8.766719,0.058832,-0.078647,-0.236449,0.004936,0.023257
8.786761,0.115247,-0.041197,-0.001753,0.000778,0.032709
8.806803,0.012704,-0.078813,-0.003181,0.001234,0.037453
8.826844,0.080561,-0.016367,-0.001346,-0.001009,0.044631
8.846886,0.016110,-0.037508,-0.001782,0.000833,0.055532
8.866928,0.084504,-0.062370,-0.000855,0.135585,0.047549
8.886970,0.068011,-0.032596,-0.001383,0.001861,0.027500
8.907011,0.058948,-0.124945,-0.000852,0.003470,0.070700
8.927053,0.073783,-0.060843,-0.000175,-0.001410,0.088923
8.947095,0.009432,-0.037979,-0.000218,0.001976,0.045410
8.967136,0.098754,-0.056549,0.365599,-0.000974,0.037339
8.987178,0.187357,-0.058718,-0.000479,0.005538,0.027279
9.007220,0.121753,0.001145,-0.000140,0.001904,0.035357
9.027261,0.142718,-0.094663,0.000154,0.000907,-0.023110
9.047303,0.161003,-0.087194,0.001621,0.002515,0.095582
9.067345,0.179348,-0.050209,0.000000,0.000458,0.029352
9.087386,0.191974,-0.049585,0.000000,0.356992,0.046747
9.107428,0.006507,-0.099394,0.000000,0.356536,0.019754
9.127470,0.007408,-0.040871,0.000000,0.000064,-0.012314
9.147511,0.005904,-0.065740,0.000000,0.000551,0.016115
9.167553,0.004874,-0.032765,0.000000,0.356831,0.057437
9.187595,0.004387,-0.024568,0.000000,0.355857,0.058408
9.207636,0.191537,-0.093866,0.000000,0.357383,0.029339
9.227678,0.006351,-0.090727,0.000000,0.000186,0.055300
9.247720,0.175620,-0.108743,0.000000,0.000115,0.011196
9.267762,0.006744,-0.029894,0.647704,0.000151,0.055253
9.287803,0.008580,-0.065474,-0.001635,0.274416,0.009152
9.307845,0.007971,-0.099503,-0.000630,0.000642,0.030434
9.327887,0.112591,-0.076491,-0.000717,0.000554,0.008620
9.347928,0.008010,-0.081970,-0.000683,0.000642,-0.035351
9.367970,0.098087,-0.181411,-0.000933,0.165374,-0.005297
9.388012,0.087042,-0.100871,0.366776,0.000456,0.008901
9.408053,0.079796,-0.077536,-0.001703,0.000227,0.034287
9.428095,0.002388,-0.070634,-0.000478,0.001847,0.001595
9.448137,0.064062,-0.075799,-0.000881,0.122202,0.017979
9.468178,0.008860,-0.091260,-0.000275,0.005556,0.009594
9.488220,0.010068,-0.118884,-0.002923,0.001311,0.069553
9.508262,0.081428,-0.052808,0.000082,0.003768,0.055273
9.528303,0.023644,-0.065482,-0.002323,0.000254,0.064237
9.548345,0.042891,-0.120595,-0.001211,0.005885,0.077124
9.568387,0.031780,-0.085731,-0.000979,0.003710,0.043216
9.588428,0.063740,-0.075664,-0.204970,0.077143,0.060585
9.608470,0.028944,-0.105790,-0.002637,0.001528,0.031641
9.628512,0.045193,-0.107854,-0.000081,-0.090604,0.034673
9.648554,0.068455,-0.130027,0.000542,0.000618,0.055845
9.668595,0.054499,-0.148201,-0.001190,0.001019,-0.008761
9.688637,0.053139,-0.119179,-0.000212,0.157535,0.077574
9.708679,0.016090,-0.097091,-0.000823,-0.000390,-0.009403
9.728720,0.007881,-0.093036,-0.000499,0.000521,-0.006517
9.748762,0.006735,-0.123123,0.647147,0.000127,-0.007532
9.768804,0.003729,-0.073946,0.000000,0.000238,0.036620
9.788845,0.003541,-0.125426,0.000000,0.000482,0.049149
9.808887,0.003556,-0.093409,0.000000,0.000273,0.044748
9.828929,0.003656,-0.047228,0.000000,0.000138,0.040295
9.848970,-0.235701,-0.104387,0.000000,-0.000038,0.005266
9.869012,0.002601,-0.147476,0.000000,0.000027,0.058437
9.889054,0.002592,-0.063612,0.000000,-0.000051,0.050809
9.909095,0.002423,-0.059485,0.000000,0.000058,0.100322
9.929137,0.002723,-0.062121,0.000000,0.000171,0.052773
9.949179,0.001671,-0.071661,0.000000,0.000003,0.069588
9.969220,0.238290,-0.119231,0.000000,0.000112,0.055467
9.989262,-0.234064,-0.128764,0.000000,-0.000220,0.004101
10.009304,-0.231991,-0.003165,0.000000,0.000154,0.060130
10.029346,0.002562,-0.076555,0.000000,0.000123,0.060798
10.049387,0.001501,-0.073031,0.000000,0.000067,0.036463
10.069429,0.003577,-0.083396,0.000000,0.000192,0.077861
10.089471,0.002006,-0.086666,0.000000,0.000029,-0.002311
10.109512,0.002280,-0.091274,0.000000,0.000211,0.074094
10.129554,0.002558,-0.000741,0.000000,-0.000054,0.048277
10.149596,0.002364,-0.097093,0.000000,0.000080,-0.004765
10.169637,0.002863,-0.105801,0.000000,-0.000089,0.039437
10.189679,0.003196,-0.110586,0.000000,0.000241,0.013384
10.209721,-0.009114,-0.121317,0.000000,-0.000004,0.023092
10.229762,0.001209,-0.127220,0.000000,0.000095,-0.005220
10.249804,0.000892,-0.002076,0.000000,-0.000242,0.048547
10.269846,0.003666,-0.000244,0.000000,0.000082,0.113769
10.289887,0.188324,-0.158646,0.000000,0.000218,0.072307
10.309929,0.189137,-0.000975,0.000000,-0.000052,-0.015258
10.329971,0.003465,-0.001734,0.000000,0.000069,0.046306
10.350012,0.001941,-0.001219,0.000000,0.000401,0.062113
10.370054,0.002138,-0.203781,0.000000,0.000239,0.050698
10.390096,0.007419,-0.000414,0.000000,0.000284,0.097912
10.410138,0.004588,-0.000159,0.000000,0.357020,0.013394
10.430179,0.003622,-0.001464,0.000000,-0.000199,0.071687
10.450221,0.007454,-0.009524,0.000000,0.000618,0.034126
10.470263,0.004706,-0.000484,0.000000,0.000534,0.040064
10.490304,0.006172,0.000011,0.000000,0.000600,0.106028
10.510346,0.003773,0.000275,0.000000,0.000337,0.097604
10.530388,0.010715,0.000112,-0.647454,0.000361,0.080092
10.550429,0.119073,-0.000320,-0.001149,0.000929,0.044682
10.570471,0.106913,0.000113,-0.001088,0.000341,0.092755
10.590513,0.095220,-0.000505,-0.001190,0.000890,0.092455
10.610554,0.026385,-0.000285,-0.000934,0.000971,0.073897
10.630596,0.068181,-0.000455,-0.001755,-0.000858,0.068024
10.650638,0.018924,0.000537,-0.001586,0.005687,0.071838
10.670679,0.102215,0.000266,-0.001728,0.002798,0.078585
10.690721,0.113324,0.000038,-0.003723,0.074160,0.020756
10.710763,0.032652,-0.001238,-0.002327,0.065714,0.064005
10.730804,0.136559,-0.000292,-0.000545,0.064533,0.073778
10.750846,0.148952,-0.000690,0.107909,0.057693,0.070953
10.770888,0.175604,-0.000166,0.093852,0.164603,0.095638
10.790930,0.181034,-0.000405,0.002027,0.142917,0.061443
10.810971,0.210848,0.000141,0.007133,0.113540,0.099162
10.831013,0.227586,0.000358,0.077675,0.140602,0.080622
10.851055,0.261339,-0.230810,0.005684,0.127159,0.089427
10.871096,0.263447,0.000187,0.076837,0.131174,0.058010
10.891138,0.192687,0.000182,0.003394,0.087643,0.112563
10.911180,0.267682,0.000037,0.009688,0.173994,0.047869
10.931221,0.207789,0.000141,0.115222,0.056286,0.071685
10.951263,0.128647,0.001286,-0.002417,0.114065,0.019621
10.971305,0.138615,-0.000173,-0.002856,0.003637,0.076717
10.991346,0.040998,0.000106,-0.002857,0.095660,0.054488
11.011388,0.075133,-0.000001,-0.001578,0.005503,0.078314
11.031430,0.082101,-0.000550,-0.000605,0.002486,0.074141
11.051471,0.101023,0.000625,-0.000890,0.203282,-0.004766
11.071513,0.006394,0.175530,0.647471,-0.000271,0.072071
11.091555,0.009825,0.000079,0.646094,0.000376,0.088026
11.111596,0.004555,-0.000115,0.000000,0.000442,0.025691
11.131638,0.004964,-0.000319,0.000000,-0.000939,0.056952
11.151680,0.010045,-0.000411,0.000000,0.000176,0.015067
11.171722,0.005617,-0.000701,0.000000,0.000368,0.054062
11.191763,0.004373,0.000789,0.000000,0.000410,0.028034
11.211805,0.012339,0.000676,0.000000,-0.000046,0.052672
11.231847,0.002827,0.000137,0.000000,0.000103,0.063196
11.251888,0.003199,-0.229881,0.000000,0.000401,0.029364
11.271930,0.002010,-0.000156,0.000000,0.000484,0.083935
11.291972,0.005960,-0.000215,0.000000,0.000105,0.010613
11.312013,0.009417,0.202725,0.000000,0.000361,0.033409
11.332055,0.125689,-0.001039,0.000000,0.000000,0.047851
11.352097,-0.000743,0.000701,0.000000,0.000154,0.035214
11.372138,0.003981,-0.000178,0.000000,0.000183,0.079415
11.392180,0.005562,-0.227911,0.000000,-0.000034,0.009158
11.412222,0.007923,0.000397,0.000000,-0.000063,0.082753
11.432263,0.006087,-0.000230,0.000000,-0.000443,0.085581
11.452305,-0.002737,-0.230255,0.000000,0.000477,0.021683
11.472347,-0.105029,0.230894,0.000000,0.356738,0.032678
11.492388,0.008594,0.000910,0.000000,0.000014,0.031068
11.512430,-0.000171,-0.000102,0.000000,-0.356325,0.053064
11.532472,0.005731,-0.000235,0.000000,0.002020,-0.024251
11.552514,0.001883,0.000760,0.000000,-0.000322,0.076573
11.572555,0.009283,-0.001279,0.000000,0.000029,0.024058
11.592597,0.012313,0.000084,0.000000,0.000367,0.051939
11.612639,0.011556,-0.231478,-0.002298,0.003068,0.009979
11.632680,0.006072,0.000147,-0.000251,0.000429,0.033864
11.652722,0.001342,-0.000622,-0.001322,0.001028,0.042259
11.672764,0.010618,0.001568,-0.001380,0.000411,0.133042
11.692805,0.004302,-0.000069,-0.000883,0.000884,0.054077
11.712847,-0.070737,-0.230947,-0.000565,0.203394,0.084273
11.732889,0.083587,-0.000745,-0.000960,0.000903,0.042280
11.752930,0.004048,0.000446,-0.001748,0.000043,0.061924
11.772972,0.005689,-0.227223,-0.000519,0.231112,0.051176
11.793014,0.073469,-0.000100,0.647861,-0.000062,0.071969
11.813055,0.009012,-0.000236,0.000000,0.271959,0.021976
11.833097,0.005573,-0.204217,0.000000,-0.000062,0.032048
11.853139,0.006819,0.000007,0.000000,0.000820,0.059685
11.873181,-0.075736,0.000354,0.000000,-0.001312,0.037008
11.893222,0.088277,-0.000507,0.000000,-0.000319,0.013445
11.913264,-0.085992,-0.000438,0.000000,0.000289,-0.000662
11.933306,0.009438,-0.000158,0.000000,0.000110,-0.004028
11.953347,-0.004243,-0.000000,0.000000,0.000016,0.081273
11.973389,0.000379,-0.000250,0.000000,-0.000135,0.027544
11.993431,0.009488,-0.000390,0.000000,0.000089,0.090592
12.013472,0.012181,-0.000040,0.000000,0.000127,0.040003
12.033514,0.008253,-0.000448,0.000000,-0.000087,0.042943
12.053556,0.095017,0.000283,0.000000,0.000215,0.094626
12.073597,-0.001411,-0.000425,0.000000,0.000361,0.051523
12.093639,0.090194,-0.000572,0.000000,0.000186,0.037938
12.113681,0.003246,-0.000045,0.000000,0.000140,0.048174
12.133722,0.018516,-0.000062,0.000000,0.000249,0.062397
12.153764,0.006968,-0.000443,0.000000,0.000016,0.069588
12.173806,0.016917,-0.000141,0.000000,-0.000258,0.062930
12.193847,0.004420,0.000023,0.000000,0.000219,0.018197
12.213889,-0.000192,0.000064,0.000000,0.000137,0.042099
12.233931,0.006716,-0.000084,0.000000,0.000394,0.059229
12.253973,-0.066490,-0.000662,0.000000,0.000148,0.017619
12.274014,-0.001958,-0.000606,0.000000,0.356778,0.093243
12.294056,-0.067291,-0.000372,0.000000,0.000256,0.063965
12.314098,0.015051,0.000027,0.000000,0.000248,0.060245
12.334139,-0.063531,0.000392,0.000000,0.000474,0.081320
12.354181,0.011680,-0.000260,0.000000,0.000151,0.063187
12.374223,0.010561,0.000166,-0.648686,-0.000147,0.083441
12.394264,0.065735,0.000632,-0.000346,-0.000488,0.044245
12.414306,0.008530,-0.000341,-0.001220,-0.000231,0.071930
12.434348,0.012685,-0.000840,-0.001453,0.000919,0.079953
12.454389,0.002203,0.000333,-0.000505,0.000312,0.067486
12.474431,0.012368,-0.000259,-0.000813,0.000486,0.052880
12.494473,0.023119,0.000086,-0.001188,-0.000215,0.084825
12.514514,0.031025,-0.000318,-0.001093,0.003460,0.082320
12.534556,0.070955,-0.000039,-0.000128,0.001789,0.025664
12.554598,0.060879,-0.000376,-0.001578,0.000482,0.102007
12.574639,0.062538,-0.000311,-0.000168,0.002989,0.054966
12.594681,0.068804,-0.000507,-0.002360,0.000685,0.049156
12.614723,-0.050011,0.000127,0.000668,0.126868,0.013816
12.634765,0.046663,0.000483,-0.002336,-0.002283,0.061249
12.654806,0.058637,0.000342,0.000126,0.002585,0.001832
12.674848,0.049833,-0.000166,0.001706,0.103381,0.015928
12.694890,0.012705,-0.000771,-0.001476,0.004460,0.060517
12.714931,0.051631,-0.000072,-0.001984,0.105521,0.044860
12.734973,0.048889,-0.000011,-0.001291,0.054002,0.114310
12.755015,0.048046,-0.000233,-0.000109,0.059907,0.038785
12.775056,0.031322,-0.000455,-0.000631,0.117663,0.015963
12.795098,0.065803,-0.000147,0.279592,0.111448,0.088720
12.815140,0.029462,0.000404,-0.000436,0.103088,0.067997
12.835181,0.022439,-0.000523,-0.003136,0.006456,0.067656
12.855223,0.060115,-0.000009,-0.002497,-0.070793,0.059605
12.875265,0.031423,-0.000135,-0.001102,0.055924,0.023243
12.895306,0.137712,0.000417,0.002064,0.050347,0.035693
12.915348,0.134970,-0.000179,-0.002083,0.103756,0.015169
12.935390,0.132966,0.000161,0.000758,0.112373,0.063103
12.955431,0.158794,0.000328,-0.085181,0.104142,0.056066
12.975473,0.146476,-0.000312,0.083549,0.117877,0.033898
12.995515,0.182627,-0.000280,0.005781,0.062057,0.084782
13.015557,0.229946,0.000220,0.006039,0.135007,0.076789
13.035598,0.244022,0.000576,0.000970,0.103544,0.056597
13.055640,0.264081,-0.000125,0.066649,0.142620,0.015023
13.075682,0.122758,-0.000729,0.005210,0.160372,0.008192
13.095723,0.234266,-0.000230,-0.008628,0.174728,0.031743
13.115765,0.154944,-0.000010,0.108383,0.138635,0.022209
13.135807,0.151013,-0.000119,0.113239,0.095846,0.041718
13.155848,0.127263,0.000253,-0.003911,0.067036,0.057265
13.175890,0.060763,-0.000223,0.000154,0.065919,0.031020
13.195932,0.071514,0.000277,-0.001718,0.003306,0.031189
13.215973,0.103954,0.000560,-0.001633,0.087604,0.058301
13.236015,0.117585,-0.000140,-0.004676,0.088527,0.023123
13.256057,0.068836,0.000084,0.233977,0.004088,0.087919
13.276098,0.078443,0.000983,-0.000158,0.001633,0.022020
13.296140,0.040182,0.000022,-0.000681,0.001151,0.025760
13.316182,0.054091,-0.000600,-0.000320,-0.000503,0.065217
13.336223,0.056976,-0.000152,-0.002077,-0.060657,0.075390
13.356265,0.042319,-0.000631,0.000042,0.004255,0.025722
13.376307,0.041481,-0.000129,-0.000595,0.002794,0.053897
13.396349,0.071577,-0.000219,-0.001974,0.004622,0.012036
13.416390,0.033141,0.000365,0.001059,0.137441,0.025146
13.436432,0.019648,0.000157,-0.000249,0.145726,0.073548
13.456474,-0.009870,-0.000568,-0.001057,0.156973,0.007888
13.476515,0.019937,-0.000165,0.000079,0.167161,-0.005308
13.496557,0.022407,0.000421,-0.000720,-0.001014,0.034519
13.516599,0.008234,0.000670,-0.000721,0.203383,0.019862
13.536640,0.061452,-0.000637,0.000139,0.001345,0.028441
13.556682,0.023762,0.000109,-0.001197,0.000710,0.062317
13.576724,0.028148,-0.000228,0.000000,0.274209,0.019961
13.596765,0.022006,0.000441,0.000000,0.000674,0.060044
13.616807,0.000643,-0.000445,0.000000,0.000038,0.057139
13.636849,-0.034970,0.000071,0.000000,-0.000124,-0.001832
13.656890,-0.006637,0.000310,0.000000,0.000461,-0.022067
13.676932,0.057523,0.000011,0.000000,0.000099,0.001606
13.696974,0.016329,-0.000618,0.000000,0.000132,-0.025420
13.717015,-0.001294,-0.000566,0.000000,-0.000282,-0.022990
13.737057,0.034946,0.000060,0.000000,-0.000095,0.036086
13.757099,0.009357,-0.000303,0.000000,-0.000083,0.017957
13.777141,0.058700,0.000371,0.000000,0.000704,0.004553
13.797182,-0.021712,0.000856,0.000000,0.000550,0.019217
13.817224,-0.033985,0.000515,0.000000,-0.000064,-0.008696
13.837266,0.014985,0.000510,0.000000,0.000499,0.002617
13.857307,0.058825,-0.000770,0.000000,0.000283,0.052825
13.877349,0.065541,0.000388,0.000000,-0.000049,-0.038368
13.897391,0.047938,0.000002,0.000000,0.000549,0.032687
13.917432,0.018280,-0.025407,0.000000,0.000966,-0.034014
13.937474,0.049454,0.001720,0.000000,0.001523,-0.004922
13.957516,0.012479,-0.025395,0.647304,0.000501,-0.001471
13.977557,0.033436,-0.000058,-0.000219,0.001485,0.011129
13.997599,0.010673,0.000106,-0.001174,-0.000416,-0.008999
14.017641,0.002056,-0.000102,-0.001431,0.168651,0.015968
14.037682,0.051961,0.000842,-0.000076,0.000542,0.008015
14.057724,0.084522,-0.028954,-0.000878,0.002887,0.028103
14.077766,0.002986,-0.000622,-0.001165,0.003825,0.040373
14.097807,0.085596,0.000137,0.000150,0.003100,-0.001639
14.117849,0.073378,0.044804,0.279421,0.004615,0.035999
14.137891,0.101203,0.000835,-0.002781,0.055136,-0.006352
14.157933,0.125478,-0.000407,0.000313,0.107548,-0.056788
14.177974,0.050255,0.000424,0.281177,0.109796,-0.018956
14.198016,0.052651,-0.262893,0.000257,0.001038,-0.054264
14.218058,0.104187,0.000260,-0.000754,0.001881,-0.016678
14.238099,0.025800,-0.018574,0.368383,0.000444,-0.008990
14.258141,0.071180,-0.000575,-0.000844,0.000082,-0.001866
14.278183,0.068037,-0.000585,-0.000726,0.000034,0.014082
14.298224,0.062642,-0.007312,-0.001435,0.000227,-0.052736
14.318266,0.017679,-0.000763,0.000000,0.001147,-0.003225
14.338308,0.058083,0.003167,0.000000,0.000273,-0.045846
14.358349,0.059894,0.274123,0.000000,0.001277,-0.005580
14.378391,0.063257,-0.274055,0.000000,0.000681,0.002129
14.398433,0.041314,-0.000058,0.000000,0.001100,-0.004891
14.418474,0.003135,0.258565,0.000000,0.000001,-0.071060
14.438516,0.031544,0.000210,0.000000,0.000100,-0.064484
14.458558,0.040167,0.000528,0.000000,0.000520,-0.007833
14.478599,-0.016388,-0.000191,0.000000,0.000516,0.060252
14.498641,0.039155,0.000121,0.000000,0.000560,-0.002928
14.518683,0.048295,0.000160,0.000000,0.000057,-0.003468
14.538725,0.072940,-0.000336,0.000000,0.001157,-0.000957
14.558766,0.062021,0.000601,0.000000,0.000994,-0.082556
14.578808,0.103829,-0.000033,0.000000,0.000581,0.001928
14.598850,-0.019353,-0.000756,0.000000,0.000915,0.001411
14.618891,0.056984,0.000707,0.000000,0.275747,-0.088426
14.638933,0.047371,-0.000333,0.000000,0.276039,-0.095738
14.658975,0.085160,-0.000093,0.000000,0.276521,-0.096088
14.679016,0.037879,0.000103,0.000000,0.002281,-0.002200
14.699058,0.160575,0.000049,0.000000,0.001415,-0.003133
14.719100,0.089312,-0.000187,0.000000,0.233142,-0.005264
14.739141,0.142623,-0.000268,0.000000,0.233230,-0.000800
14.759183,0.105453,0.000047,0.000000,0.233546,-0.001004
14.779225,0.094821,-0.000292,0.000000,0.234500,0.001514
14.799266,0.063929,0.000081,0.647963,0.235269,-0.002986
14.819308,0.137388,-0.000236,0.647540,0.235841,-0.132867
14.839350,0.150483,-0.000414,0.644533,0.233815,-0.140663
14.859392,0.123876,-0.000065,0.647861,0.234880,-0.001710
14.879433,0.100735,-0.000281,0.648196,0.235592,-0.000216
14.899475,0.100057,-0.000043,0.648325,0.235198,0.000670
14.919517,0.155639,0.000033,0.647943,0.003870,-0.001037
14.939558,0.098489,-0.000100,0.647835,0.436488,-0.000443
14.959600,0.124545,0.000106,0.648328,0.208005,0.000781
14.979642,0.144072,-0.000179,0.647943,0.207992,-0.000422
14.999683,0.124519,-0.000002,0.648639,0.207722,-0.222671
15.019725,0.167394,0.000003,0.649127,0.208755,-0.000324
15.039767,0.148127,0.000292,0.001500,0.189110,-0.267057
15.059808,0.141608,-0.000238,0.000774,0.174059,0.000143
15.079850,0.211954,-0.000117,0.000337,0.162346,-0.000151
15.099892,0.095055,-0.000052,0.361715,0.144083,-0.346344
15.119933,0.111030,0.000379,-0.000037,0.126422,-0.000089
15.139975,0.113343,0.000318,0.001270,0.113732,-0.000029
15.160017,0.160110,-0.000574,-0.000781,0.103071,0.000034
15.180058,0.132694,0.000229,0.236401,0.177915,-0.001529
15.200100,0.137291,-0.000219,-0.000673,0.168659,0.000000
15.220142,0.142938,0.000046,0.207285,0.090164,0.000000
15.240184,0.183414,0.000028,-0.000093,0.158967,0.000000
15.260225,0.134626,-0.000043,0.205911,0.083975,0.000000
15.280267,0.232262,-0.000125,0.207195,0.082575,0.000000
15.300309,0.190292,-0.000109,0.001437,0.097284,0.000000
15.320350,0.132468,-0.000191,-0.000227,0.099588,0.000000
15.340392,0.192907,0.000048,0.001986,0.107671,0.000000
15.360434,0.127336,-0.000254,-0.000209,0.119706,0.000000
15.380475,0.086158,-0.000110,-0.000124,0.247552,0.000000
15.400517,0.171763,-0.000030,0.365947,0.145019,0.000000
15.420559,0.172536,-0.000146,-0.000305,0.155179,0.000000
15.440600,0.172264,-0.000052,0.000733,0.308232,0.000000
15.460642,0.224271,0.000061,0.001475,0.311775,0.000000
15.480684,0.390637,0.000351,0.002139,0.449795,0.000000
15.500725,0.483642,-0.000790,0.373260,0.559431,0.000000
15.520767,0.721597,0.000139,0.377758,0.869365,0.000000
15.540809,1.077796,0.000599,0.295114,1.097271,0.000000
15.560850,1.485130,-0.000029,0.734413,1.454847,0.000000
15.580892,2.062915,-0.006271,0.655417,1.832803,0.000000
15.600934,2.635159,-0.020511,0.978800,2.294996,0.000000
15.620976,3.342225,-0.000542,1.046307,2.697459,0.000000
15.641017,4.016704,-0.001431,1.416959,3.066157,0.000000
15.661059,4.654350,-0.000369,1.554504,3.461447,0.000000
15.681101,5.330914,0.355951,1.759041,3.820785,0.000000
15.701142,5.745040,0.000578,1.855009,4.121423,0.000000
15.721184,6.134092,-0.000147,2.035742,4.309433,0.000000
15.741226,6.415446,-0.000560,2.118553,4.320090,0.000000
15.761267,6.400023,-0.329548,2.109894,4.415165,0.000000
15.781309,6.132437,-0.000132,1.944902,4.251374,0.000000
15.801351,5.681243,0.000044,1.766145,4.086001,0.000000
15.821392,5.094973,-0.000184,1.643811,3.738067,0.000000
15.841434,4.522319,-0.342270,1.619430,3.348487,0.000000
15.861476,3.673599,0.000238,1.268992,2.961721,0.000000
15.881517,2.889364,0.000250,1.226217,2.532989,0.000000
15.901559,2.267412,-0.000123,0.912624,2.079347,0.000000
15.921601,1.567167,-0.000066,0.869104,1.580231,0.000000
15.941642,1.027749,0.000185,0.645252,1.219570,0.000000
15.961684,0.665155,-0.000310,0.374006,0.794774,0.000000
15.981726,0.464681,0.000064,0.003162,0.585739,0.000000
16.001768,0.269430,0.000142,0.649306,0.336957,0.000000
16.021809,0.139894,-0.000104,0.648682,0.174123,0.000000
16.041851,0.158634,0.000024,0.000000,0.173630,0.000000
16.061893,0.066284,0.000071,0.647835,0.167139,0.000000
16.081934,0.089264,-0.000055,0.000000,0.168596,0.000000
16.101976,0.057368,0.000156,0.000000,0.167031,0.000000
16.122018,0.014833,-0.000066,0.000000,0.000504,0.000000
16.142059,0.061577,-0.000080,0.648196,0.002025,0.000000
16.162101,0.033658,-0.000060,0.000309,0.000661,0.000000
16.182143,0.119885,-0.000343,-0.000359,0.001564,0.000000
16.202184,0.077142,0.000154,-0.000974,0.155356,0.000000
16.222226,0.051112,-0.000142,-0.000526,0.000771,0.000000
16.242268,-0.035556,0.000070,-0.000824,0.000709,0.000000
16.262309,0.090324,0.000020,-0.000996,0.000944,0.000000
16.282351,0.076954,-0.000117,-0.000182,0.000670,0.000000
16.302393,0.033609,0.000008,-0.001095,0.146612,0.000000
16.322434,0.038770,-0.000167,-0.000319,0.146278,0.000000
16.342476,0.051874,-0.000027,-0.000952,0.144988,0.000000
16.362518,0.063016,0.000122,-0.000640,0.147045,0.000000
16.382560,0.066257,-0.000076,-0.001015,0.003798,0.000000
16.402601,0.046764,-0.000098,-0.000568,0.001289,0.000000
16.422643,0.064316,-0.000057,-0.001051,0.146447,0.000000
16.442685,0.078315,0.000150,-0.000114,0.147961,0.000000
16.462726,0.022611,-0.000067,-0.000237,-0.000867,0.000000
16.482768,-0.025832,0.000008,-0.000729,0.000351,0.000000
16.502810,0.037501,0.000060,-0.000935,-0.001556,0.000000
16.522851,0.052119,-0.000096,-0.000690,0.001929,0.000000
16.542893,0.052937,0.000076,0.000388,-0.001709,0.000000
16.562935,0.060326,-0.000116,-0.001281,0.000647,0.000000
16.582976,0.023471,0.000020,-0.001034,0.004066,0.000000
16.603018,0.053936,0.000282,-0.000858,-0.000250,0.000000
16.623060,0.049813,-0.000071,0.000044,0.001576,0.000000
16.643101,-0.004551,0.000028,0.000200,0.137911,0.000000
16.663143,0.044922,-0.000052,-0.000273,0.139655,0.000000
16.683185,0.030453,-0.000028,-0.003161,0.138745,0.000000
16.703226,0.058071,0.000019,0.000000,0.001276,0.000000
16.723268,0.051204,0.000006,0.000000,0.137505,0.000000
16.743310,0.059510,0.000214,0.000000,0.138582,0.000000
16.763352,0.061511,0.000282,0.000000,0.000604,0.000000
16.783393,0.069439,-0.000062,0.000000,0.002595,0.000000
16.803435,0.030922,0.000134,0.000000,0.001912,0.000000
16.823477,0.022469,-0.000216,0.000000,0.002328,0.000000
16.843518,0.007248,0.000226,0.000000,0.002964,0.000000
16.863560,0.050308,-0.000282,0.000000,0.001682,0.000000
16.883602,0.034972,0.000134,0.000000,0.000723,0.000000
16.903643,0.034129,0.000040,0.000000,0.130518,0.000000
16.923685,0.019442,-0.010766,0.000000,0.001697,0.000000
16.943727,0.020891,0.000102,0.000000,0.001259,0.000000
16.963768,0.013271,0.000630,0.000000,-0.000026,0.000000
16.983810,0.057058,-0.001058,0.000000,0.000523,0.000000
17.003852,0.088600,-0.619057,0.000000,0.001449,0.000000
17.023893,-0.011366,-0.619038,0.000000,-0.000252,0.000000
17.043935,0.035896,-0.617735,0.000000,-0.001514,0.000000
17.063977,0.023798,0.000000,0.000000,0.005710,0.000000
17.084018,0.046784,0.001358,0.000000,0.000807,0.000000
17.104060,0.046930,0.000000,0.000000,0.002126,0.000000
17.124102,0.026189,0.000000,-0.000585,0.000728,0.000000
17.144144,0.034106,0.000000,-0.001289,0.003617,0.000000
17.164185,0.096798,0.000000,-0.000041,0.111028,0.000000
17.184227,0.081205,0.000000,-0.001204,0.104260,0.000000
17.204269,0.009037,0.000000,0.280274,0.003149,0.000000
17.224310,0.046453,0.000000,-0.001874,0.001049,0.000000
17.244352,0.048549,0.000000,-0.000568,0.087741,0.000000
17.264394,0.005179,0.000000,0.010397,0.082474,0.000000
17.284435,0.083847,0.000000,0.000786,0.000864,0.000000
17.304477,-0.001733,0.000000,0.084820,0.008914,0.000000
17.324519,0.092283,0.000000,0.108194,0.057040,0.000000
17.344560,0.038675,0.000000,-0.007834,0.009896,0.000000
17.364602,0.129567,0.000000,0.002473,0.047093,0.000000
17.384644,0.018562,0.000000,0.012691,0.057325,0.000000
17.404685,0.082323,0.000000,0.071652,0.021210,0.000000
17.424727,0.076058,0.000000,0.037717,0.089433,0.000000
17.444769,0.145715,0.000000,-0.073624,0.093794,0.000000
17.464811,0.190389,0.000000,0.080302,0.101643,0.000000
17.484852,0.249351,0.000000,0.082662,0.181547,0.000000
17.504894,0.287346,0.000000,0.093975,0.206455,0.000000
17.524936,0.381854,0.000000,0.091649,0.346204,0.000000
17.544977,0.515022,0.000000,0.188320,0.352755,0.000000
17.565019,0.642380,0.000000,0.219773,0.505183,0.000000
