,feldspar,garnet,monazite-bra,nephe,quartz,rutile,tray,zircon
feldspar,0.12,0.035555555555555556,0.0,0.5866666666666667,0.20444444444444446,0.008888888888888889,0.035555555555555556,0.008888888888888889
garnet,0.0044444444444444444,0.9466666666666667,0.0,0.04,0.008888888888888889,0.0,0.0,0.0
monazite-bra,0.0,0.0,0.9688888888888889,0.013333333333333334,0.017777777777777778,0.0,0.0,0.0
nephe,0.05333333333333334,0.008888888888888889,0.0,0.5733333333333334,0.30666666666666664,0.0044444444444444444,0.05333333333333334,0.0
quartz,0.008888888888888889,0.0044444444444444444,0.0044444444444444444,0.3688888888888889,0.5644444444444444,0.0,0.04888888888888889,0.0
rutile,0.0,0.0,0.013333333333333334,0.022222222222222223,0.0,0.9644444444444444,0.0,0.0
tray,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.41333333333333333,0.4622222222222222,0.0,0.1111111111111111,0.0
zircon,0.0,0.0,0.0,0.008888888888888889,0.0044444444444444444,0.0,0.0,0.9866666666666667
