,feldspar,garnet,monazite-bra,nephe,quartz,rutile,tray,zircon
feldspar,0.8539626001780944,0.016918967052537846,0.007123775601068566,0.08370436331255565,0.024933214603739984,0.0017809439002671415,0.01068566340160285,0.0008904719501335708
garnet,0.005338078291814947,0.9688612099644128,0.0026690391459074734,0.011565836298932384,0.005338078291814947,0.004448398576512456,0.0017793594306049821,0.0
monazite-bra,0.014222222222222223,0.0017777777777777779,0.9377777777777778,0.018666666666666668,0.022222222222222223,0.0008888888888888889,0.0035555555555555557,0.0008888888888888889
nephe,0.06227758007117438,0.0071174377224199285,0.009786476868327402,0.8113879003558719,0.08718861209964412,0.0,0.010676156583629894,0.011565836298932384
quartz,0.037333333333333336,0.0017777777777777779,0.0044444444444444444,0.06933333333333333,0.8631111111111112,0.0017777777777777779,0.022222222222222223,0.0
rutile,0.010666666666666666,0.005333333333333333,0.010666666666666666,0.016,0.013333333333333334,0.944,0.0,0.0
tray,0.012444444444444444,0.0035555555555555557,0.0017777777777777779,0.008,0.006222222222222222,0.0,0.9644444444444444,0.0035555555555555557
zircon,0.0,0.001784121320249777,0.0008920606601248885,0.01784121320249777,0.0008920606601248885,0.0,0.014272970561998216,0.9643175735950045
