,feldspar,garnet,monazite-bra,nephe,quartz,rutile,tray,zircon
feldspar,0.16517857142857142,0.017857142857142856,0.004464285714285714,0.6875,0.09375,0.0,0.03125,0.0
garnet,0.0,0.9466666666666667,0.0,0.02666666666666667,0.0044444444444444444,0.0,0.022222222222222223,0.0
monazite-bra,0.0,0.0044444444444444444,0.9644444444444444,0.013333333333333334,0.008888888888888889,0.0,0.008888888888888889,0.0
nephe,0.03111111111111111,0.008888888888888889,0.0,0.7377777777777778,0.15555555555555556,0.0044444444444444444,0.06222222222222222,0.0
quartz,0.0,0.0,0.0,0.18666666666666668,0.8,0.0,0.013333333333333334,0.0
rutile,0.0,0.0,0.008888888888888889,0.0044444444444444444,0.008888888888888889,0.9422222222222222,0.035555555555555556,0.0
tray,0.0,0.0044444444444444444,0.013333333333333334,0.09777777777777778,0.017777777777777778,0.0044444444444444444,0.8622222222222222,0.0
zircon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
